Symbol,Year,Quarter,Quarters,FillingDate,Date,NetIncome,Revenue,OperatingIncome,EPSDiluted,GrossProfit,GrossProfitRatio,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings,MarketCap,EnterpriseValue,bookValuePerShare,currentRatio,debtToAssets,debtToEquity,roic,shareholdersEquityPerShare,roe,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,assetTurnover,quickRatio,returnOnAssets,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,fiveYNetIncomeGrowthPerShare,fiveYRevenueGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,grossProfitGrowth,netIncomeGrowth,operatingIncomeGrowth,threeYNetIncomeGrowthPerShare,threeYRevenueGrowthPerShare,threeYShareholdersEquityGrowthPerShare,Industry,Sector
A,2019.0,Q2,2019Q2,2019-05-30,2019-04-30,182000000.0,1238000000.0,216000000.0,0.57,669000000.0,0.5403877221,9022000000.0,5125000000.0,3812000000.0,1118000000.0,3897000000.0,657000000.0,178000000.0,24884500000.0,24527500000.0,16.167192429022084,3.409660107334526,0.1992906229217468,0.3508292682926829,0.0260479958441943,16.167192429022084,0.0355121951219512,20.100565428109853,34.182005494505496,4.855512195121951,0.2857142857142857,0.8660578386605784,0.0020896542024151,0.1372201285745954,2.6601073345259394,0.0201729106628242,116.82863849765258,0.5403877221324718,-0.6369426751592356,0.3754397113224247,-0.2487083741095298,-0.0430723286767944,-0.0537482319660537,-0.6388888888888888,-0.136,1.056782334384858,0.2494094847735301,0.2663394358148003,Diagnostics & Research,Healthcare
AA,2019.0,Q2,2019Q2,2019-07-31,2019-06-30,-402000000.0,2711000000.0,273000000.0,-2.17,522000000.0,0.1925488749538915,15349000000.0,4895000000.0,3818000000.0,2531000000.0,8490000000.0,1767000000.0,-31000000.0,4252437813.12,5223437813.120001,26.38331350874807,1.5084946661398655,0.1175972376050557,0.3687436159346272,0.0674500379458638,26.38331350874807,-0.0821246169560776,1.5685864305127262,-2.6445508788059704,0.8687309117711952,0.0,1.2388228636106395,0.0,0.1766238842921363,0.6799683919399447,-0.026190631311486,-607.49111616,0.1925488749538915,-1.02803738317757,-3.074326182547414,-0.1008072548476024,0.0,-0.0315398886827458,-1.020100502512563,-0.0108695652173913,-6.185629812856348,0.1473126545982378,-0.4514628537563379,Aluminum,Basic Materials
AACG,2019.0,Q2,2019Q2,2019-06-30,2019-06-30,-13268559.0,1366185.0,-20156120.0,-0.62,-24731.0,-0.0181022336,310056562.0,250001828.0,180273555.0,19290886.0,20269636.0,0.0,-100678117.0,387748390.72464,256117957.72464,11.681836027285206,9.34501168064546,0.0,0.0,-0.0556744675882145,11.681836027285206,-0.0530738479240239,283.81836334364675,-7.305774325694298,1.550982222116552,,0.0,,0.0044062444322658,7.6534255088128145,-0.0427939951162846,0.0,-0.018102233592083,0.0,-4.0559093643910975,-0.9828135689885514,-0.2721462302391092,-1.0605691753814503,-0.0286625662995407,-0.3060054380716331,-4.4266858032651735,-0.98490475686358,-0.3303013179808455,Education & Training Services,Consumer Defensive
AADI,2019.0,Q2,2019Q2,2019-08-08,2019-06-30,-5683616.0,0.0,-5058901.0,-2.10048,0.0,0.0,49600076.0,45716480.0,48789363.0,3595541.0,3883596.0,0.0,-133141449.0,41182905.075,-6492765.9250000045,14.503246191890945,13.56940805291888,0.0038968488677315,0.004227884561541,-0.1101922675969321,14.503246191890945,-0.1243231324896405,0.0,-1.8114746437391267,0.9008328085408148,0.0,0.0,0.0,0.0,13.39353660547884,-0.1145888566783647,-7.821238820196743,0.0,0.3307738628145041,-467.0636965838223,0.0,192.10367115854,0.0,0.3307743889695125,0.426814805666702,-424.5792334097217,0.0,131.55250969844644,Biotechnology,Healthcare
AAIC,2019.0,Q2,2019Q2,2019-08-09,2019-06-30,-23525000.0,32717000.0,0.0,-0.67,0.0,0.0,4063892000.0,324289000.0,0.0,0.0,3739603000.0,0.0,-1760933000.0,249520390.0,257805390.0,8.876604713546657,0.0,0.0182622963405523,0.2288575930728455,0.0,8.876604713546657,-0.072543317843035,7.626628052694317,-2.6516513283740704,0.7694383404925853,-0.6240170031880977,0.0,0.0588328673259928,0.008050656858007,0.0,-0.0057887857256049,22.617874365482237,0.0,-2.2884615384615383,-1.6747355575768086,-0.4991617486960606,-0.7185750538915266,0.0,-2.337103558031147,0.0,-2.1487912229263744,0.9250776525899076,-0.5278692151466907,REIT—Mortgage,Real Estate
AAL,2019.0,Q2,2019Q2,2019-07-25,2019-06-30,662000000.0,11960000000.0,1153000000.0,1.49,2946000000.0,0.2463210702,61967000000.0,-22000000.0,9850000000.0,20123000000.0,61989000000.0,1708000000.0,1514000000.0,14631863040.000002,49060863040.0,-0.0494373134864991,0.4894896387218606,0.5607500766537028,-1579.4545454545455,0.0195868009894736,-0.0494373134864991,-30.09090909090909,1.2233999197324417,5.525628036253776,-665.0846836363636,0.066465256797583,5.27751756440281,0.003007135856843,0.1930059547823841,0.3652536898076827,0.0106831055239078,-51.88603914893618,0.2463210702341137,2.6341463414634148,0.2407111532576692,0.7055736602078393,-1.0087186803960773,0.380506091846298,2.5783783783783782,2.074666666666667,-0.1183931406555434,0.4601122946806912,-1.0064548254853662,Airlines,Industrials
AAMC,2019.0,Q2,2019Q2,2019-08-07,2019-06-30,3289000.0,3898000.0,-2576000.0,1.81,-340000.0,-0.0872242175474602,53114000.0,-203785000.0,48783000.0,4440000.0,256899000.0,0.0,28827000.0,19089798.92,886798.9199999981,-128.207628600836,10.987162162162162,0.0522461121361599,-0.0136172927349903,0.0170412663686861,-128.207628600836,-0.0161395588487867,4.897331688045151,1.4510336667680146,-0.0936761730254925,0.0,0.0,0.0,0.0733893135519825,10.295720720720722,0.0619234100237225,-20.329924302449413,-0.0872242175474602,4.232142857142857,-0.6472672645893668,-0.9523384275523724,-0.727448854808977,0.3398058252427184,4.91547619047619,-0.3586497890295358,3.9156578808126494,-0.2293205001722886,-0.184113403650281,Asset Management,Financial Services
AAME,2019.0,Q2,2019Q2,2019-08-13,2019-06-30,-4426000.0,43127000.0,0.0,-0.22,43127000.0,1.0,117337000.0,112770000.0,11450000.0,225222000.0,258960000.0,0.0,36342000.0,48350400.0,70638400.0,5.597637248088951,0.0508387280105851,0.2875307873901668,0.2991753125831338,0.0,5.597637248088951,-0.0392480269575241,1.121116701834118,-2.731043831902395,0.4287523277467411,0.0,0.0,0.0,0.3675481732104962,1.2825967267851277,-0.0377204121462113,-173.2989247311828,1.0,-2.1578947368421053,-6.214591181071451,0.0715453331687673,0.0926828113714714,-0.2161292667854157,-2.0634310427679,0.0,-19.645918817528308,0.0461686481346372,0.0596495319013725,Insurance—Life,Financial Services
AAN,2019.0,Q2,2019Q2,2019-07-25,2019-06-30,42650000.0,968141000.0,61119000.0,0.62,933542000.0,0.964262437,3180198000.0,1849558000.0,1628447000.0,226913000.0,1330640000.0,1292724000.0,2101915000.0,4256835430.0,4891349430.0,27.325158449923915,7.176525805044224,0.1093538829972221,0.188027085390131,0.0208788893409215,27.325158449923915,0.0230595634200171,4.3969168024079135,24.95214202813599,2.3015420062523044,0.0551230949589683,0.0267644137495706,0.0005522882053253,0.30442790040117,1.1783987695724794,0.0134111146538674,76.49437420259125,0.9642624369797376,-0.2439024390243902,4.35245788081143,0.5365560498936969,0.6606269556667826,-0.0418085242872905,-0.2394521915902849,-0.187938456632653,0.1908043682445599,0.318441127618124,0.36211323139203,Rental & Leasing Services,Industrials
AAOI,2019.0,Q2,2019Q2,2019-08-08,2019-06-30,-11366000.0,43411000.0,-13828000.0,-0.57,10538000.0,0.2427495335283684,495122000.0,311715000.0,201035000.0,68127000.0,183407000.0,81475000.0,14152000.0,202905164.1,251548164.1,15.639122415021866,2.950885845553158,0.2619818953712418,0.4161269107999294,-0.0239655727766843,15.639122415021866,-0.0364627945398841,4.674049528921241,-4.462985309255675,0.6509316654636447,0.0,0.4034734581159865,0.0,0.087677380524396,1.6089362514128025,-0.0229559583294622,-43.39289223695466,0.2427495335283684,-0.0754716981132074,-5.393610159198998,-0.0137081433283181,1.0686096850322833,-0.1467897336248077,-0.0851632614092037,-0.1650518156542253,-17.16264713370705,-0.3263129196984906,0.5988912023923928,Semiconductors,Technology
