Symbol,Year,Date,FillingDate,NetIncome,Revenue,OperatingIncome,EPSDiluted,GrossProfit,GrossProfitRatio,TotalAssets,CommonStockEquity,CurrentAssets,CurrentLiability,TotalLiability,Inventory,RetainedEarnings,EnterpriseValue,bookValuePerShare,currentRatio,debtToAssets,debtToEquity,roic,shareholdersEquityPerShare,roe,priceToSalesRatio,peRatio,pbRatio,payoutRatio,inventoryTurnover,dividendYield,assetTurnover,quickRatio,returnOnAssets,priceToFreeCashFlowsRatio,grossProfitMargin,epsdilutedGrowth,fiveYNetIncomeGrowthPerShare,fiveYRevenueGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,grossProfitGrowth,netIncomeGrowth,operatingIncomeGrowth,threeYNetIncomeGrowthPerShare,threeYRevenueGrowthPerShare,threeYShareholdersEquityGrowthPerShare,Industry,Sector,Price,MarketCap,AvgVolume
A,TTM,,,,,,,,,,,,,,,,36518703360.0,19.530405405405407,2.3703481392557024,0.2532431430689399,0.472755578619616,0.163714202627607,19.530405405405407,0.2482315112540193,4.966009,25.93231680236861,6.060294066770455,0.1902294596595114,2.898458748866727,0.00747718823927,0.6523350630096367,1.546218487394958,0.1251853224610822,29.552581031276414,0.5458806818181818,,,,,,,,,,,Diagnostics & Research,Healthcare,118.36,34960703360,2023500
AA,TTM,,,,,,,,,,,,,,,,6759609867.0,26.346422400764204,1.7759425493716336,0.1257568376365787,0.3852878464818763,0.308311528397722,26.346422400764204,-0.1637719509261486,0.5149315071863375,-7.141429430975324,1.2958116089040512,-0.0846063454759107,4.356993736951983,0.0117164616285881,0.8231609715359455,0.7145421903052065,-0.0592247198830816,44.78389608088236,0.1177713899222184,,,,,,,,,,,Aluminum,Basic Materials,34.14,6090609867,4536116
AAC,TTM,,,,,,,,,,,,,,,,764612799.0,4.091455496787511,0.0086000785338015,0.0091009092464545,0.0109534981252233,-0.0082781889936972,4.091455496787511,-0.0024411936242475,0.0,-520.8517511255594,2.580988601315937,0.0,0.0,0.0,0.0,0.0056988441982213,-0.0041172183840228,-506.6873029836522,0.0,,,,,,,,,,,Shell Companies,Financial Services,10.56,760289365,395647
AACG,TTM,,,,,,,,,,,,,,,,288662638.2307,3.970058797107094,0.2307043213317598,0.0702889275084504,0.2654200488976728,-0.2684549475494655,3.970058797107094,-0.3548164923742952,1.550218053601482,-6.487184406870374,2.5590233090258048,0.0,0.0,0.0,0.4355803102095198,0.2085313469385536,-0.1044650917684161,-0.0219713338357392,0.4927168092540012,,,,,,,,,,,Education & Training Services,Consumer Defensive,1.41,44536119,12793
AACI,TTM,,,,,,,,,,,,,,,,98297563.0,5.216685699273142,0.0333819725788303,0.0595636273919416,0.0739223977222911,-0.627746479293607,5.216685699273142,-0.0023347564643015,0.0,-216.3519530289739,2.003187579703342,0.0,0.0,0.0,0.0,0.0328616436072446,-0.0074604649084776,-53.65039826325808,0.0,,,,,,,,,,,Shell Companies,Financial Services,10.45,96331758,12503
AACIW,TTM,,,,,,,,,,,,,,,,1965805.0,3.856981875673134,0.0333819725788303,0.0595636273919416,0.0739223977222911,-0.4743367477782905,3.856981875673134,-0.0017641847858348,0.0,-2.408809602649007,0.0168525552090275,0.0,0.0,0.0,0.0,0.0328616436072446,-0.0056372640521751,0.0,0.0,,,,,,,,,,,,,0.065,0,0
AADI,TTM,,,,,,,,,,,,,,,,122696950.0,5.434535376745835,9.29340170169606,0.009188181935378,0.0107407559629005,-0.3974203537388102,5.434535376745835,-0.4065874043716785,8.264537175117171,-2.8824042667162333,1.1684531537270697,0.0,0.4430712595319485,0.0,0.1100237908282255,8.831858905730545,-0.3467776905317191,-2.909984997655884,0.9102577758841074,,,,,,,,,,,Biotechnology,Healthcare,6.35,155174950,119009
AAIC,TTM,,,,,,,,,,,,,,,,192271028.0,7.682652478217397,0.0,0.1072618452383899,0.4028352971251946,0.0698150576225685,7.682652478217397,0.0274711672456656,4.639925106504851,21.65819597224573,0.5948466383136956,0.457099339989846,0.0,0.0,0.034570373413993,0.0,0.0073130826085019,-36.8411108584423,1.436687788637096,,,,,,,,,,,REIT—Mortgage,Real Estate,4.57,129607028,336629
AAL,TTM,,,,,,,,,,,,,,,,54600665464.0,-8.85122699386503,0.7178527856852379,0.642784415895547,-7.438745451394905,0.0586091567989242,-8.85122699386503,-0.2541868388022234,0.2319785975278405,6.832753950338601,-2.0980142089759144,0.0,17.73310225303293,0.0,0.7825292726020423,0.5482716551443676,0.026532506812805,6.81487659584036,0.2168688530863725,,,,,,,,,,,Airlines,Industrials,18.57,12123665464,25640855
AAMC,TTM,,,,,,,,,,,,,,,,131813680.0,-53.01904469834874,9.607142857142858,0.4303799918697613,-0.4719279998301883,0.2595064366796967,-53.01904469834874,0.1744715717338864,75.08227100681302,-6.583862047619047,-1.0638630009445778,0.0,0.0,0.0,0.0127857682107667,9.607142857142858,-0.1473605760854836,-3.3372705248990577,0.2890234670704012,,,,,,,,,,,Asset Management,Financial Services,56.405,99183680,23170
